idptar;X;Y;Annonce Sonore Prochain Passage;Annonce Visuelle Prochain Passage;Annonce Sonore Situations Perturbees;Annonce Visuelle Situations Perturbees;coord;IDAMIVIF;nomptar;CODEINSEE;Accessibilité UFR;PAQT;IDFM;Sens;Doublon;Ligne;GIPA
5231567;612195;2428055;1;0;1;0;48.8507261511,2.5025840974;IDAMIVIF;JULES FERRY;94058;0;;100987757;A;;757;2959
4834588;600241;2419353;1;1;1;1;48.7726294208,2.33978391855;IDAMIVIF;JEAN MERMOZ - GENERAL DE GAULLE;94021;1;;100100192;A;Ok;192;6756
5231680;621282;2428096;1;0;1;0;48.8508585517,2.62633720606;IDAMIVIF;JULES FERRY;77337;0;;100987757;R;;757;12607
7661304;598223;2437097;1;0;1;0;48.9321003354,2.31226627771;IDAMIVIF;AVENUE DU VIEUX CHEMIN DE SAINT-DENIS;92036;1;;100100166;R;Ok;166;11825
7512882;592500;2436468;1;0;1;0;48.9264056916,2.23421610457;IDAMIVIF;PISCINE - PATINOIRE;92025;1;;100100167;A;;167;17165
5231580;609857;2430085;1;0;1;0;48.8690105091,2.47079092272;IDAMIVIF;SAINT EXUPERY;93048;1;;100987757;A;;757;12944
4834666;602414;2417887;1;1;1;1;48.7594485932,2.36932442188;IDAMIVIF;LE COR DE CHASSE;94073;1;;100100192;A;Ok;192;6564
5231681;621561;2428056;1;0;1;0;48.8504897719,2.63013473734;IDAMIVIF;LA REMISE AUX FRAISES;77337;1;;100987757;R;;757;7640
7661306;598342;2436542;1;0;1;0;48.9271129391,2.31389168267;IDAMIVIF;AVENUE LOUIS ROCHE N0 115-116;92036;1;;100100166;R;Ok;166;5722
7512883;592665;2436571;1;0;1;0;48.9273332656,2.23646464681;IDAMIVIF;TENNIS;92025;1;;100100167;A;;167;17166
5231581;609771;2430311;1;0;1;0;48.8710429513,2.46962450065;IDAMIVIF;FORT DE ROSNY;93048;1;;100987757;A;;757;3474
4834673;600909;2419217;1;0;1;0;48.771406507,2.34886716622;IDAMIVIF;MAIRIE DE CHEVILLY-LARUE;94038;0;;100100192;R;Ok;192;6766
5231683;622111;2427975;1;0;1;0;48.8497431363,2.6376206402;IDAMIVIF;LA MOGOTTE;77468;1;;100987757;R;;757;7642
7661314;600063;2434706;1;0;1;0;48.910615144,2.33736375378;IDAMIVIF;RUE DE L'UNION;93070;0;;100100166;R;Ok;166;5749
7512884;593086;2436910;1;0;1;0;48.9303845354,2.24220094452;IDAMIVIF;PARC PIERRE LAGRAVERE;92025;1;;100100167;A;;167;17167
5231587;607883;2429171;1;0;1;0;48.8608231652,2.44388154074;IDAMIVIF;CENTRE ADMINISTRATIF;93048;1;;100987757;A;;757;50761
4834570;597522;2419999;1;0;1;0;48.7784307171,2.30280687696;IDAMIVIF;PARC DE SCEAUX;92071;1;;100100192;A;Ok;192;6770
5231684;622395;2427935;1;0;1;0;48.8493738225,2.64148610006;IDAMIVIF;BEL AIR;77468;1;;100987757;R;;757;7643
7661348;601096;2433476;1;0;1;0;48.899560196,2.35144495818;IDAMIVIF;POISSONNIERS - COCTEAU;75118;0;;100100166;A;Ok;166;69391
7512889;593768;2436082;1;0;1;0;48.9229504239,2.251515401;IDAMIVIF;EGLISE DE COLOMBES;92025;1;;100100167;A;;167;5810
5231596;605369;2429609;1;0;1;0;48.8647853694,2.40964332762;IDAMIVIF;PORTE DE BAGNOLET;75120;1;;100987757;A;;757;1786
4834635;597522;2419999;1;0;1;0;48.7784307171,2.30280687696;IDAMIVIF;PARC DE SCEAUX;92071;1;;100100192;R;Ok;192;6770
5231686;623172;2428087;1;0;1;0;48.8507124083,2.65207565052;IDAMIVIF;MAIRIE DE TORCY;77468;1;;100987757;R;;757;7646
7661349;601138;2433695;1;0;1;0;48.9015283034,2.35201803741;IDAMIVIF;GOSSET - POISSONNIERS;93070;0;;100100166;A;Ok;166;8548
7512895;595248;2435448;1;0;1;0;48.917265492,2.27170617511;IDAMIVIF;AMIRAL COURBET;92009;1;;100100167;A;;167;5814
5231597;604930;2429609;1;0;1;0;48.8647888532,2.40366316177;IDAMIVIF;PELLEPORT;75120;0;;100987757;A;;757;12876
4834637;598274;2419760;1;0;1;0;48.7762851071,2.31303478016;IDAMIVIF;PETIT CHAMBORD;92071;1;;100100192;A;Ok;192;6755
5231687;623565;2428076;1;0;1;0;48.850599279,2.657427088;IDAMIVIF;LA MARE AUX MARCHAIS;77468;1;;100987757;R;;757;7650
7661354;599857;2434983;1;0;1;0;48.9131045196,2.33455495819;IDAMIVIF;JEAN JAURES - MAIRIE;93070;0;;100100166;A;Ok;166;4265
7512900;594730;2434690;1;0;1;0;48.9104492494,2.26465225128;IDAMIVIF;JOIGNEAUX - CAMUS;92009;0;;100100167;A;;167;15882
5231600;604279;2429614;1;0;1;0;48.8648384034,2.3947951283;IDAMIVIF;MARTIN NADAUD;75120;0;;100987757;A;;757;1459
4834679;598274;2419760;1;0;1;0;48.7762851071,2.31303478016;IDAMIVIF;PETIT CHAMBORD;92071;1;;100100192;R;Ok;192;6755
5231690;623283;2427461;1;0;1;0;48.8450822755,2.6535529903;IDAMIVIF;RIVES DE MAUBUEE;77468;1;;100987757;R;;757;7653
7661357;599312;2435737;1;0;1;0;48.919880311,2.3271225822;IDAMIVIF;BOULEVARD MARCEL PAUL;93039;1;;100100166;A;Ok;166;4268
7512906;595829;2433280;1;0;1;0;48.8977856474,2.27965038473;IDAMIVIF;PONT DE LEVALLOIS - BECON;92044;1;;100100167;A;;167;34560
5231602;603771;2429420;1;0;1;0;48.8630979937,2.38787331739;IDAMIVIF;AUGUSTE METIVIER;75120;1;;100987757;A;;757;1461
4834560;595957;2420177;1;0;1;0;48.7800225098,2.28152178545;IDAMIVIF;ROBINSON RER;92071;0;;100100192;A;Ok;192;16711
3972545;603685;2433253;1;1;1;1;48.8975466428,2.38673471235;IDAMIVIF;PORTE DE LA VILLETTE;75119;1;;100100150;R;Ok;150;4791
7661361;598366;2436547;1;0;1;0;48.9271579373,2.31421899012;IDAMIVIF;AVENUE LOUIS ROCHE N0 115-116;92036;1;;100100166;A;Ok;166;5692
7512856;595719;2433134;1;0;1;0;48.8964727922,2.27815247985;IDAMIVIF;POMPIDOU;92044;0;;100100167;R;;167;13228
5231606;603243;2428843;1;0;1;0;48.8579151012,2.38067666192;IDAMIVIF;VOLTAIRE - LEON BLUM;75111;1;;100987757;A;;757;1465
6687887;601819;2417748;1;1;1;1;48.7582011499,2.36123503704;IDAMIVIF;RUE DE LA BRESSE;94065;1;;100100192;R;Ok;192;8977
3731633;604753;2433019;1;1;1;1;48.8954367213,2.40128986986;IDAMIVIF;CENTRE NATIONAL DE LA DANSE;93055;1;;100100151;A;;151;5894
7661366;597548;2437237;1;0;1;0;48.9333562132,2.30305847666;IDAMIVIF;ROND-POINT PIERRE TIMBAUD;92036;1;;100100166;A;Ok;166;5694
7512857;595438;2433838;1;0;1;0;48.9027977596,2.27431460407;IDAMIVIF;PLACE MERMOZ;92026;1;;100100167;R;;167;5725
5231607;603104;2428639;1;0;1;0;48.8560823408,2.37878195209;IDAMIVIF;BASFROI;75111;1;;100987757;A;;757;1466
4834647;599892;2419981;1;1;1;1;48.7782739009,2.33503794619;IDAMIVIF;SOUS-PREFECTURE - EGLISE DE L'HAY-LES-ROSES;94038;1;;100100192;R;Ok;192;5954
3731643;605968;2433939;1;1;1;1;48.903694818,2.41786354553;IDAMIVIF;CHEMIN DES VIGNES;93008;1;;100100151;A;;151;4855
7512886;593400;2436696;1;0;1;0;48.9284646771,2.24648711704;IDAMIVIF;ROBERT SCHUMAN;92025;1;;100100167;A;;167;5628
7512862;594749;2434686;1;0;1;0;48.9104134587,2.26491135224;IDAMIVIF;JOIGNEAUX - CAMUS;92009;0;;100100167;R;;167;15883
5231610;602662;2427835;1;0;1;0;48.848858368,2.37275698185;IDAMIVIF;DAUMESNIL - LEDRU ROLLIN;75112;1;;100987757;A;;757;1469
4834580;599613;2419763;1;1;1;1;48.7763143852,2.33124389476;IDAMIVIF;SOUS-PREFECTURE - ROSERAIE;94038;0;;100100192;A;Ok;192;5953
3731644;606385;2434241;1;1;1;1;48.9064049343,2.42355280653;IDAMIVIF;HENRI GAUTIER;93008;1;;100100151;A;;151;13706
7512894;594948;2435664;1;0;1;0;48.9192043599,2.26761275173;IDAMIVIF;CUNY;92009;1;;100100167;A;;167;5813
7512863;594788;2434971;1;0;1;0;48.9129750817,2.2654395373;IDAMIVIF;CLOAREC - PISCINE;92009;1;;100100167;R;;167;15884
5231615;602941;2428164;1;0;1;0;48.8518140549,2.37655866285;IDAMIVIF;LEDRU ROLLIN - FAUBOURG SAINT-ANTOINE;75111;1;;100987757;R;;757;1423
4834645;599613;2419763;1;1;1;1;48.7763143852,2.33124389476;IDAMIVIF;SOUS-PREFECTURE - ROSERAIE;94038;0;;100100192;R;Ok;192;5953
3731646;606733;2434497;1;1;1;1;48.9087020912,2.42830119733;IDAMIVIF;LYCEE ALFRED COSTES;93008;1;;100100151;A;;151;4857
7512896;595312;2435379;1;0;1;0;48.9166458665,2.27257965628;IDAMIVIF;LA PAIX;92009;1;;100100167;A;;167;5815
7512864;594984;2435095;1;0;1;0;48.9140910503,2.26811049355;IDAMIVIF;HOTEL DE VILLE DE BOIS-COLOMBES;92009;1;;100100167;R;;167;15885
5231616;602996;2428307;1;0;1;0;48.8530990124,2.37730869166;IDAMIVIF;CHARONNE - KELLER;75111;1;;100987757;R;;757;1424
4834586;600265;2419707;1;1;1;1;48.775811174,2.34011044766;IDAMIVIF;TOURNELLES;94038;1;;100100192;A;Ok;192;6637
3731648;606984;2434674;1;1;1;1;48.9102901346,2.43172617853;IDAMIVIF;GARE - GRANDE CEINTURE;93008;1;;100100151;A;;151;4858
7512899;594778;2434995;1;0;1;0;48.9131906878,2.26530288858;IDAMIVIF;CLOAREC - PISCINE;92009;1;;100100167;A;;167;15881
7512867;595690;2435423;1;0;1;0;48.9170439778,2.27773356604;IDAMIVIF;CAYRON - CHEFSON;92009;1;;100100167;R;;167;5731
5231619;603557;2428937;1;0;1;0;48.8587582826,2.38495425819;IDAMIVIF;SAINT-MAUR - SERVAN;75111;0;;100987757;R;;757;1440
8219610;599061;2422364;1;0;1;0;48.7996913658,2.32373113445;IDAMIVIF;CARNOT - ARISTIDE BRIAND;94016;0;;100100193;A;Ok;193;5523
3731668;609501;2435537;1;1;1;1;48.9180137856,2.46606273612;IDAMIVIF;MARCEL CACHIN;93029;0;;100100151;A;;151;4905
7512866;595303;2435003;1;0;1;0;48.9132666882,2.27246115986;IDAMIVIF;GARE DE BOIS-COLOMBES.;92009;1;;100100167;R;;167;5816
7512869;595172;2435840;1;0;1;0;48.9207878096,2.27066530705;IDAMIVIF;CUNY;92009;1;;100100167;R;;167;5733
5231621;603768;2429355;1;0;1;0;48.862513831,2.3878318822;IDAMIVIF;PERE LACHAISE;75120;1;;100987757;R;;757;69524
8219622;600049;2420956;1;0;1;0;48.787037187,2.33717306422;IDAMIVIF;BLUM - SAUSSAIES;94016;0;;100100193;A;Ok;193;27162
3731657;607860;2435339;1;1;1;1;48.9162564334,2.44368201721;IDAMIVIF;CHARLES GIDE;93029;1;;100100151;R;;151;4886
7512870;594583;2436062;1;0;1;0;48.922778157,2.26263025622;IDAMIVIF;VICTOR HUGO;92025;1;;100100167;R;;167;5734
7512872;594132;2436114;1;0;1;0;48.923241471,2.25647901719;IDAMIVIF;RHIN ET DANUBE;92025;1;;100100167;R;;167;5704
5231640;609472;2430178;1;0;1;0;48.8698520938,2.46554800392;IDAMIVIF;ACACIA;93048;1;;100987757;R;;757;3429
8219615;599582;2422066;1;0;1;0;48.79701358,2.3308197611;IDAMIVIF;WILSON - PROVIGNY;94016;1;;100100193;R;OK;193;5454
3731632;604780;2432853;1;1;1;1;48.8939446562,2.40165603406;IDAMIVIF;MONTGOLFIER;93055;1;;100100151;R;;151;42141
7512877;593417;2436719;1;0;1;0;48.9286715519,2.24671861854;IDAMIVIF;ROBERT SCHUMAN;92025;1;;100100167;R;;167;5612
6741259;602126;2439032;1;0;1;0;48.9494890815,2.36551252055;IDAMIVIF;TOUSSAINT LOUVERTURE;93059;1;;100100168;A;Ok;168;62829
5231641;609796;2430298;1;0;1;0;48.8709257374,2.46996479849;IDAMIVIF;FORT DE ROSNY;93048;1;;100987757;R;;757;3430
8219630;599095;2422583;1;0;1;0;48.8016597537,2.32419321526;IDAMIVIF;GRANGE ORY;94003;1;;100100193;R;OK;193;6687
3731630;604830;2432576;1;1;1;1;48.8914548414,2.4023344034;IDAMIVIF;HOCHE-METRO;93055;1;;100100151;R;;151;28100
6741260;601546;2438900;1;0;1;0;48.9483044424,2.35759822206;IDAMIVIF;GUYNEMER;93066;1;;100100168;A;Ok;168;5755
6741264;601621;2439816;1;0;1;0;48.9565360997,2.35862493723;IDAMIVIF;JONCHEROLLES;93059;1;;100100168;A;Ok;168;5757
5231650;610973;2428553;1;0;1;0;48.8552238372,2.48595507981;IDAMIVIF;PABLO PICASSO;94033;1;;100987757;R;;757;3285
5122023;597461;2423906;1;0;1;0;48.8135460775,2.30195343859;IDAMIVIF;ETIENNE DOLET;92046;1;;100100194;A;Ok;194;26520
4658245;608874;2440652;1;0;1;0;48.9639901776,2.45761963285;IDAMIVIF;21EME SIECLE;95277;1;;100100152;A;Ok;152;61071
6741278;602299;2442282;1;0;1;0;48.9786950523,2.36789031024;IDAMIVIF;LES POIRIERS;95585;0;;100100168;R;Ok;168;65874
6741273;602012;2441381;1;0;1;0;48.9705991103,2.36396793656;IDAMIVIF;CIMETIERE DE PIERREFITTE;93059;0;;100100168;A;Ok;168;69021
5231660;613979;2428592;1;0;1;0;48.8555161976,2.52689718066;IDAMIVIF;FOCH - DE GAULLE;93050;1;;100987757;R;;757;2930
5122028;596712;2423376;1;0;1;0;48.8087791049,2.29176462059;IDAMIVIF;JEAN MERMOZ;92020;1;;100100194;A;Ok;194;47266
4658226;606532;2437353;1;1;1;1;48.9343708746,2.42560457534;IDAMIVIF;ANIZAN CAVILLON - HOTEL DE VILLE;93013;1;;100100152;A;Ok;152;3981
6741274;602006;2441406;1;0;1;0;48.9708237931,2.36388615156;IDAMIVIF;CIMETIERE DE PIERREFITTE;93059;0;;100100168;R;Ok;168;69024
6741272;601878;2441095;1;0;1;0;48.9680293401,2.36213758661;IDAMIVIF;GENERAL GALLIENI - REPUBLIQUE;93059;0;;100100168;R;Ok;168;69025
5231666;615891;2427560;1;0;1;0;48.8461968495,2.55289960789;IDAMIVIF;ESPACE MICHEL SIMON;93051;1;;100987757;R;;757;8159
5122040;596223;2421997;1;0;1;0;48.7963821703,2.28512297369;IDAMIVIF;LE PLATEAU;92020;1;;100100194;A;Ok;194;6904
4658186;607732;2439433;1;1;1;1;48.9530501295,2.44201104248;IDAMIVIF;CHEMIN NOTRE DAME;93030;1;;100100152;A;Ok;152;5191
6741263;601559;2439373;1;0;1;0;48.952555138,2.35777728215;IDAMIVIF;PETIT PIERREFITTE;93059;1;;100100168;R;Ok;168;5789
6741269;601727;2440603;1;0;1;0;48.9636083354,2.36007457338;IDAMIVIF;MAIRIE DE PIERREFITTE;93059;1;;100100168;R;Ok;168;4811
5231669;616767;2427901;1;0;1;0;48.8492393751,2.56484181927;IDAMIVIF;POINTE DE GOURNAY;93051;1;;100987757;R;;757;8555
5122052;595825;2420046;1;0;1;0;48.778844229,2.27972788711;IDAMIVIF;ROBINSON RER;92019;1;;100100194;A;Ok;194;69882
4658256;604527;2434539;1;1;1;1;48.9090987195,2.39822549316;IDAMIVIF;CIMETIERE PARISIEN;93055;0;;100100152;R;Ok;152;4920
6741258;602069;2438594;1;0;1;0;48.9455530633,2.36473269252;IDAMIVIF;SAINT-DENIS - UNIVERSITE;93066;1;;100100168;R;Ok;168;59062
6741267;601611;2440034;1;0;1;0;48.9584952207,2.35848927701;IDAMIVIF;SUZANNE VALADON;93059;1;;100100168;R;Ok;168;5787
5231670;617428;2428347;1;0;1;0;48.8532302275,2.57386167161;IDAMIVIF;LES PREVOYANTS;93051;1;;100987757;R;;757;7374
5122059;595308;2418820;1;0;1;0;48.7678212986,2.27271052963;IDAMIVIF;DOCTEUR LE SAVOUREUX;92019;1;;100100194;A;Ok;194;6915
4658181;606850;2437920;1;1;1;1;48.939463117,2.42995139051;IDAMIVIF;EGLISE DU BOURGET;93013;1;;100100152;R;Ok;152;5197
6741287;601727;2440603;1;0;1;0;48.9636083354,2.36007457338;IDAMIVIF;MAIRIE DE PIERREFITTE;93059;1;;100100168;R;Ok;168;4811
6741285;602144;2441398;1;0;1;0;48.9707514654,2.36576983452;IDAMIVIF;JACQUES PREVERT;93059;1;;100100168;R;Ok;168;63292
5231678;620050;2428267;1;0;1;0;48.8524349426,2.60956726801;IDAMIVIF;MAISON DE RETRAITE;77083;1;;100987757;R;;757;7412
5122070;594023;2418630;1;0;1;0;48.7661027974,2.25524131199;IDAMIVIF;FRANCIS DE PRESSENSE;92019;1;;100100194;R;Ok;194;6215
4658242;608605;2440507;1;0;1;0;48.962690762,2.45394528932;IDAMIVIF;FERME SAINT-SIMON;95277;1;;100100152;R;Ok;152;61073
6741293;602069;2438594;1;0;1;0;48.9455530633,2.36473269252;IDAMIVIF;SAINT-DENIS - UNIVERSITE;93066;1;;100100168;R;Ok;168;59062
6741289;601593;2439820;1;0;1;0;48.9565721142,2.35824285272;IDAMIVIF;JONCHEROLLES;93059;1;;100100168;R;Ok;168;5788
5231682;621818;2428017;1;0;1;0;48.8501306044,2.6336326633;IDAMIVIF;CITE SCOLAIRE;77468;1;;100987757;R;;757;7641
5122066;594801;2418465;1;0;1;0;48.7646265895,2.26582132792;IDAMIVIF;GENERAL DUVAL;92019;1;;100100194;R;Ok;194;6217
4658214;604943;2435117;1;1;1;1;48.9142901841,2.40390387664;IDAMIVIF;FORT D'AUBERVILLIERS - METRO;93001;1;;100100152;A;Ok;152;4922
7920689;595272;2426841;1;0;1;0;48.8399122555,2.27213068344;IDAMIVIF;HOPITAL EUROPEEN GEORGES POMPIDOU;75115;1;;100100169;A;;169;16548
6741290;601559;2439373;1;0;1;0;48.952555138,2.35777728215;IDAMIVIF;PETIT PIERREFITTE;93059;1;;100100168;R;Ok;168;5789
5231691;623423;2427212;1;0;1;0;48.8428393212,2.65544563898;IDAMIVIF;SALVADOR ALLENDE;77468;1;;100987757;R;;757;7654
5122060;595336;2418823;1;0;1;0;48.7678484689,2.27309120736;IDAMIVIF;DOCTEUR LE SAVOUREUX;92019;1;;100100194;R;Ok;194;6934
4658215;604943;2435117;1;1;1;1;48.9142901841,2.40390387664;IDAMIVIF;FORT D'AUBERVILLIERS - METRO;93001;1;;100100152;R;Ok;152;4922
7920691;595429;2426789;1;0;1;0;48.8394460527,2.27426891808;IDAMIVIF;RUE LEBLANC;75115;1;;100100169;A;;169;45321
6741292;601549;2438436;1;0;1;0;48.9441345753,2.3576375129;IDAMIVIF;ROGER SEMAT;93066;1;;100100168;R;Ok;168;13501
3972552;603755;2434443;1;1;1;1;48.9082408805,2.38769928324;IDAMIVIF;RUE DES CITES;93001;1;;100100150;R;Ok;150;4795
5122054;595693;2419696;1;0;1;0;48.7756975471,2.27793631777;IDAMIVIF;PROFESSEUR EINSTEIN;92019;1;;100100194;R;Ok;194;6937
4658216;605124;2435388;1;1;1;1;48.9167242548,2.40637510879;IDAMIVIF;HELENE COCHENNEC;93055;0;;100100152;A;Ok;152;4923
7920693;595512;2426627;1;0;1;0;48.8379906604,2.27540074807;IDAMIVIF;LEBLANC - DELBARRE;75115;1;;100100169;A;;169;45341
7920698;595360;2425572;1;0;1;0;48.8285076499,2.27334291574;IDAMIVIF;FRERES VOISIN;75115;1;;100100169;A;;169;5883
3972562;603613;2436757;1;1;1;1;48.9290375399,2.38578278052;IDAMIVIF;SIX ROUTES - TRAMWAY;93027;1;;100100150;A;Ok;150;4801
5122042;596179;2421714;1;0;1;0;48.7938383381,2.28452696706;IDAMIVIF;ANDRE SALEL;92032;1;;100100194;R;Ok;194;6945
4658255;605124;2435388;1;1;1;1;48.9167242548,2.40637510879;IDAMIVIF;HELENE COCHENNEC;93055;0;;100100152;R;Ok;152;4923
7920694;595721;2426456;1;0;1;0;48.8364552299,2.27824807506;IDAMIVIF;BALARD;75115;1;;100100169;A;;169;28880
7920701;595358;2425248;1;0;1;0;48.8255956385,2.2733192779;IDAMIVIF;MAIRIE D'ISSY;92040;1;;100100169;A;;169;5828
3731628;604615;2432452;1;1;1;1;48.8903419952,2.39940277705;IDAMIVIF;PETITS PONTS;93055;1;;100100151;A;;151;4849
5122039;596377;2422174;1;0;1;0;48.797973921,2.28721650338;IDAMIVIF;PIERRELAIS;92020;1;;100100194;R;Ok;194;6947
4658219;605443;2435873;1;1;1;1;48.9210803343,2.41073114425;IDAMIVIF;LA COURNEUVE-8 MAI 1945;93027;1;;100100152;R;Ok;152;11472
7920697;595515;2425717;1;0;1;0;48.8298119702,2.27545133578;IDAMIVIF;COLONEL PIERRE AVIA;75115;1;;100100169;A;;169;5826
7920704;595422;2424550;1;0;1;0;48.8193227044,2.27419806547;IDAMIVIF;RUE DU FORT;92040;1;;100100169;A;;169;8451
3731631;604792;2432846;1;1;1;1;48.8938816576,2.40181951461;IDAMIVIF;MONTGOLFIER;93055;1;;100100151;A;;151;5893
6756008;596242;2423242;1;0;1;0;48.8075721256,2.28537027521;IDAMIVIF;CLEMENT PERRIERE;92020;0;;100100194;R;Ok;194;69090
4658250;607545;2439112;1;1;1;1;48.950167605,2.43945364485;IDAMIVIF;LENINE;93030;1;;100100152;R;Ok;152;5192
7920699;595384;2425447;1;0;1;0;48.8273843701,2.27367099758;IDAMIVIF;VICTOR HUGO;92040;1;;100100169;A;;169;5827
7920706;595451;2424261;1;0;1;0;48.8167254648,2.27459590017;IDAMIVIF;GENERAL DE GAULLE;92040;1;;100100169;A;;169;8452
3731656;607967;2435395;1;1;1;1;48.9167583934,2.44514209304;IDAMIVIF;CHARLES GIDE;93029;1;;100100151;A;;151;4862
5122078;597792;2424240;1;0;1;0;48.8165492311,2.3064561713;IDAMIVIF;AUGUSTIN DUMONT;92049;1;;100100194;R;Ok;194;6954
4658205;603952;2433788;1;0;1;0;48.9023531815,2.39037908084;IDAMIVIF;MAGENTA;93001;0;;100100152;R;Ok;152;4842
7920709;594761;2424076;1;0;1;0;48.8150574218,2.26520756229;IDAMIVIF;E. DUPLOYE;92040;1;;100100169;A;;169;5871
7920713;594668;2424544;1;0;1;0;48.8192628992,2.26393596614;IDAMIVIF;DEFENSE - EGALITE;92040;1;;100100169;A;;169;5831
3731666;609180;2435667;1;1;1;1;48.9191867383,2.46168831246;IDAMIVIF;JULES AUFFRET;93029;0;;100100151;A;;151;4903
5122079;597950;2424411;1;0;1;0;48.8180866676,2.30860563833;IDAMIVIF;12 FEVRIER 1934;92049;1;;100100194;R;Ok;194;6955
4658192;608125;2439708;1;0;1;0;48.9555166438,2.44737896761;IDAMIVIF;MANOUCHIAN;93007;0;;100100152;R;Ok;152;26040
7920719;594184;2423609;1;0;1;0;48.8108551327,2.25736151805;IDAMIVIF;FLEURY;92023;1;;100100169;A;;169;5835
7920722;593623;2423272;1;0;1;0;48.8078208847,2.24973248619;IDAMIVIF;RUE DES PEUPLIERS;92048;1;;100100169;A;;169;11779
3731670;609635;2435512;1;1;1;1;48.9177871238,2.46788942423;IDAMIVIF;ARGONNE - BOIS DE GROSLAY;93029;0;;100100151;A;;151;4906
5370696;595935;2420581;1;0;1;0;48.7836535084,2.28121866805;IDAMIVIF;CARREFOUR DES MOUILLEBOEUFS;92032;1;;100100194;R;Ok;194;6939
4658159;604112;2433956;1;1;1;1;48.9038620205,2.39256183215;IDAMIVIF;QUATRE CHEMINS-METRO;93055;0;;100100152;A;Ok;152;4918
7920721;593863;2423490;1;0;1;0;48.8097825763,2.25299505701;IDAMIVIF;RIVOLI;92048;0;;100100169;A;;169;5836
7920723;593514;2423251;1;0;1;0;48.8076310412,2.24824961472;IDAMIVIF;GALLIERA - SAINT-PHILIPPE;92048;0;;100100169;A;;169;5866
3731674;610444;2435533;1;1;1;1;48.9179632559,2.47892159896;IDAMIVIF;JOUHAUX - BLUM;93010;1;;100100151;A;;151;13793
5370697;595645;2420654;1;0;1;0;48.7843077053,2.27727362982;IDAMIVIF;EDMOND ABOUT;92060;1;;100100194;R;Ok;194;6940
4658204;604112;2433956;1;1;1;1;48.9038620205,2.39256183215;IDAMIVIF;QUATRE CHEMINS-METRO;93055;0;;100100152;R;Ok;152;4918
7920727;593020;2423294;1;0;1;0;48.8080122981,2.24152692408;IDAMIVIF;VAL FLEURY RER;92048;0;;100100169;A;;169;5840
7920725;593370;2423525;1;0;1;0;48.810092209,2.2462858565;IDAMIVIF;PAUL BERT;92048;1;;100100169;A;;169;5839
3731667;609173;2435678;1;1;1;1;48.9192856944,2.46159309398;IDAMIVIF;JULES AUFFRET;93029;0;;100100151;R;;151;4912
5370703;596179;2421714;1;0;1;0;48.7938383381,2.28452696706;IDAMIVIF;ANDRE SALEL;92032;1;;100100194;R;Ok;194;6945
4658162;604709;2434796;1;1;1;1;48.9114070928,2.40070969131;IDAMIVIF;RECHOSSIERE;93001;0;;100100152;A;Ok;152;4921
7920731;592645;2423189;1;0;1;0;48.8070643669,2.23642600376;IDAMIVIF;EGLISE DE MEUDON;92048;1;;100100169;A;;169;24519
7920729;592752;2423106;1;0;1;0;48.8063196054,2.23788339062;IDAMIVIF;VICTOR HUGO - LOUVOIS;92048;1;;100100169;A;;169;4208
3731655;607618;2435169;1;1;1;1;48.9147315442,2.4403791185;IDAMIVIF;PAUL BELWO;93008;0;;100100151;R;;151;4887
6756011;596242;2423242;1;0;1;0;48.8075721256,2.28537027521;IDAMIVIF;CLEMENT PERRIERE;92020;0;;100100194;R;Ok;194;69090
4658248;608964;2440746;1;0;1;0;48.9648336749,2.45884996876;IDAMIVIF;ZAC DES TULIPES NORD;95277;1;;100100152;R;Ok;152;61074
7920748;591790;2425514;1;0;1;0;48.8279503584,2.22474665666;IDAMIVIF;MUSEE DE SEVRES;92072;1;;100100169;R;;169;5854
7920743;591547;2424978;1;0;1;0;48.8231298067,2.22144955318;IDAMIVIF;BRIMBORION - DIVISION LECLERC;92072;1;;100100169;A;;169;6307
3731653;607418;2435024;1;1;1;1;48.9134307561,2.43764951847;IDAMIVIF;ESCADRILLE NORMANDIE-NIEMEN - PAUL VAILLANT-COUTURIER-TRAMWAY;93008;1;;100100151;R;;151;4888
5370714;597792;2424240;1;0;1;0;48.8165492311,2.3064561713;IDAMIVIF;AUGUSTIN DUMONT;92049;1;;100100194;R;Ok;194;6954
4000558;603753;2438171;1;1;1;1;48.9417441503,2.38770464034;IDAMIVIF;CITE FLOREAL;93066;0;;100100153;A;Ok;153;11182
7920746;591392;2425308;1;0;1;0;48.8260936615,2.21933306262;IDAMIVIF;PARC DE SAINT-CLOUD;92072;1;;100100169;R;;169;5855
7920750;592146;2425672;1;0;1;0;48.8293748847,2.22958978481;IDAMIVIF;PONT DE SEVRES;92012;1;;100100169;R;;169;15541
3731647;606681;2434487;1;1;1;1;48.90861276,2.42759208364;IDAMIVIF;LYCEE ALFRED COSTES;93008;1;;100100151;R;;151;4891
5370715;597950;2424411;1;0;1;0;48.8180866676,2.30860563833;IDAMIVIF;12 FEVRIER 1934;92049;1;;100100194;R;Ok;194;6955
4000526;601625;2434507;1;1;1;1;48.9088248013,2.35865979182;IDAMIVIF;EGLISE DE LA PLAINE;93066;1;;100100153;R;Ok;153;5076
7920734;592676;2423687;1;0;1;0;48.8115406318,2.23683916654;IDAMIVIF;RABELAIS;92048;1;;100100169;R;;169;5861
7920742;591970;2424776;1;0;1;0;48.8213197589,2.22721098386;IDAMIVIF;11-nov;92048;1;;100100169;R;;169;5857
